timestamp,ch1,ch2,ch3,ch4,label
0.084422,0.026435,-0.039625,0.021221,-0.011282,rest
0.085427,-0.057954,-0.023062,0.036658,-0.01685,rest
0.086432,-0.002027,-0.035037,0.014985,-0.082391,rest
0.087437,-0.007165,-0.054634,-0.027917,-0.050563,rest
0.088442,-0.03867,0.014267,-0.027062,-0.086275,rest
0.089447,-0.044115,-0.015409,-0.023679,-0.059733,rest
0.090452,-0.052243,-0.057401,-0.035045,-0.053288,rest
0.091457,-0.047985,-0.004712,-0.048097,0.043526,rest
0.092462,-0.08941,-0.083655,-0.027695,-0.074988,rest
0.093467,-0.056866,-0.072212,-0.04288,-0.046844,rest
0.094472,-0.068366,-0.02534,-0.025368,-0.035185,rest
0.095477,-0.106942,-0.059226,-0.052453,-0.025669,rest
0.096482,-0.031349,-0.069485,-0.057033,0.004349,rest
0.097487,-0.030674,-0.07087,-0.079071,-0.023679,rest
0.098492,-0.008418,-0.02381,0.017679,0.001051,rest
0.099497,0.003202,-0.036053,-0.014107,0.013586,rest
0.100503,-0.028396,0.02456,0.043825,0.018696,rest
0.101508,0.017188,0.095973,-0.028987,0.045622,rest
0.102513,0.062333,0.012184,0.096584,0.034379,rest
0.103518,0.063232,0.05016,0.089847,0.051888,rest
0.104523,0.070436,0.029935,0.100066,0.081407,rest
0.105528,0.085199,0.077149,0.054902,0.047738,rest
0.106533,0.13271,0.031977,0.054492,0.083925,rest
0.107538,0.05076,0.076916,0.052957,0.078024,rest
0.108543,0.06149,0.004729,0.045832,0.068883,rest
0.109548,0.02476,0.047603,0.111839,0.069338,rest
0.110553,-0.026935,0.025423,0.005824,-0.007541,rest
0.111558,0.025087,0.000703,0.012374,0.016124,rest
0.112563,0.012774,-0.020617,0.01745,0.008528,rest
0.113568,0.056118,-0.019586,0.032045,-0.035592,rest
0.114573,0.012264,-0.022286,-0.008896,-0.011445,rest
0.115578,-0.001106,0.029617,0.005323,-0.036228,rest
0.116583,0.009488,0.008846,0.056769,0.00551,rest
0.117588,-0.028874,-0.01584,0.003285,0.007217,rest
0.118593,0.03273,-0.001895,-0.001516,-0.029283,rest
0.119598,0.015822,0.017275,0.028281,0.036729,rest
0.120603,0.017775,-0.027218,0.043598,0.025568,rest
0.121608,-0.013044,-0.030096,-0.003549,0.015476,rest
0.122613,-0.004635,-0.056543,-0.000892,-0.022266,rest
0.123618,-0.013733,-0.001267,-0.064407,-0.037003,rest
0.124623,-0.047318,-0.050783,0.017634,-0.04509,rest
0.125628,-0.029407,-0.088709,-0.102323,-0.066666,rest
0.126633,-0.052776,-0.08831,-0.061253,-0.037223,rest
0.127638,-0.054983,-0.051577,-0.067031,-0.031507,rest
0.128643,-0.044025,-0.064101,-0.028473,-0.092472,rest
0.129648,-0.050707,-0.086857,-0.047945,-0.063599,rest
0.130653,-0.075421,-0.027474,-0.048839,-0.01073,rest
0.131658,-0.048894,-0.085118,0.013741,-0.043314,rest
0.132663,-0.038564,-0.01199,-0.01552,-0.016639,rest
0.133668,-0.008941,-0.063142,-0.039775,0.021992,rest
0.134673,0.009677,0.01611,0.012481,0.002216,rest
0.135678,0.048796,0.031138,0.029979,-0.017898,rest
0.136683,-0.000923,0.019164,0.034617,0.029256,rest
0.137688,0.027134,0.051966,0.029618,0.0233,rest
0.138693,0.071627,0.100533,0.063922,0.015936,rest
0.139698,0.016833,0.061474,0.055467,-0.001312,rest
0.140704,0.045127,0.036918,0.025464,0.059683,rest
0.141709,0.090987,0.011785,0.104934,0.095477,rest
0.142714,0.034096,0.059446,0.071349,0.10331,rest
0.143719,0.054288,0.090087,0.061262,0.075405,rest
0.144724,0.053389,0.018532,0.091083,0.064559,rest
0.145729,0.071766,0.021035,0.030398,0.031166,rest
0.146734,-0.011643,0.057334,-0.010378,-0.028988,rest
0.147739,-0.025209,0.010181,-0.01329,0.054072,rest
0.148744,0.009896,0.009018,0.044804,0.00181,rest
0.149749,-0.001918,-0.043802,-0.015662,0.016454,rest
0.150754,-0.010343,-0.038303,-0.046223,-0.046976,rest
0.151759,-0.002101,-0.068684,-0.074564,-0.07865,rest
0.152764,-0.049305,-0.049019,-0.090667,-0.059588,rest
0.153769,-0.061646,-0.036931,-0.060679,-0.064447,rest
0.154774,-0.062741,-0.080458,-0.037025,-0.084282,rest
0.155779,-0.102161,-0.023414,-0.025282,-0.112297,rest
0.156784,-0.025217,-0.062048,-0.069071,-0.054815,rest
0.157789,-0.048468,-0.057126,0.002012,-0.060399,rest
0.158794,-0.056704,-0.048611,-0.008302,-0.039057,rest
0.159799,-0.028864,-0.019864,-0.022993,-0.027205,rest
0.160804,-0.021489,-0.018099,-0.049516,-0.013115,rest
0.161809,0.044649,0.042201,0.070654,-0.005106,rest
0.162814,0.026321,0.073948,-0.018537,-0.040769,rest
0.163819,-1.1e-05,-7.4e-05,-0.01036,0.006588,rest
0.164824,0.040718,0.054657,0.026304,0.046316,rest
0.165829,0.004327,-0.018129,0.081693,-0.004701,rest
0.166834,0.020072,-0.042313,0.013306,-5.7e-05,rest
0.167839,0.032674,0.009741,0.041783,-0.01386,rest
0.168844,-0.011215,-0.058216,0.002831,-0.048377,rest
0.169849,-0.038335,0.021419,-0.019347,-0.036077,rest
0.170854,-0.020707,0.011117,0.014334,0.00902,rest
0.171859,-0.001416,0.027219,-0.003057,0.014088,rest
0.172864,0.04402,0.035726,0.035437,-0.005027,rest
0.173869,0.056085,0.045146,0.015772,-0.029326,rest
0.174874,0.092419,0.072845,0.019818,0.082573,rest
0.175879,0.057097,-0.019727,0.012496,0.051001,rest
0.176884,0.082296,0.054759,0.021684,0.018905,rest
0.177889,0.101306,0.079036,0.018125,0.112662,rest
0.178894,0.105622,0.036059,0.015669,0.040315,rest
0.179899,0.098446,0.095497,0.053345,0.080524,rest
0.180905,0.044192,0.058797,0.067787,0.066043,rest
0.18191,0.003966,-0.001916,0.069446,0.046311,rest
0.182915,-0.048288,0.035868,0.014635,0.038438,rest
0.18392,-0.003217,0.055274,-0.034716,-0.013232,rest
0.184925,-0.038917,-0.004432,-0.03913,0.004153,rest
0.18593,-0.016643,-0.007351,-0.038283,-0.014083,rest
0.186935,-0.029275,-0.038084,-0.035157,-0.016011,rest
0.18794,-0.01782,-0.061701,-0.040833,-0.029998,rest
0.188945,-0.056891,-0.043761,-0.052382,-0.074876,rest
0.18995,-0.103025,-0.111531,-0.080019,-0.074536,rest
0.190955,-0.087984,-0.051061,-0.05481,-0.073328,rest
0.19196,-0.032181,-0.064546,-0.126662,-0.131128,rest
0.192965,-0.077857,-0.040723,-0.072705,-0.006735,rest
0.19397,-0.039287,-0.069863,-0.058246,-0.030192,rest
0.194975,-0.017853,-0.045776,-0.096798,-0.099471,rest
0.19598,-0.038956,-0.026416,-0.034091,-0.053779,rest
0.196985,-0.079883,-0.034132,0.007617,-0.042503,rest
0.19799,0.013301,-0.022796,0.007015,0.004866,rest
0.198995,-0.005323,-0.012516,-0.011141,0.020228,rest
0.2,0.011407,0.017652,0.048245,-0.018187,rest
0.2,0.034366,0.022583,-0.051966,-0.034479,rest
0.201005,0.049944,0.016951,0.03959,0.060312,rest
0.20201,0.017898,0.043532,0.021344,0.043709,rest
0.203015,0.015702,0.029936,0.032734,0.079633,rest
0.20402,0.027434,0.016151,0.094134,0.082374,rest
0.205025,0.027134,0.091598,0.101002,0.015649,rest
0.20603,0.084089,0.106,0.038207,0.084402,rest
0.207035,0.111933,0.060036,0.041748,0.021658,rest
0.20804,0.033089,0.065175,0.092421,0.098213,rest
0.209045,0.057875,0.063758,0.047553,0.024608,rest
0.21005,0.015872,-0.02579,0.060775,0.027161,rest
0.211055,-0.009476,0.015688,0.026857,0.032657,rest
0.21206,0.058481,0.010838,-0.017907,0.017608,rest
0.213065,0.017449,-0.026771,-0.017412,-0.033299,rest
0.21407,-0.012691,0.003478,0.028619,0.021269,rest
0.215075,0.039736,-0.004862,0.012494,0.030748,rest
0.21608,-0.044633,-0.021596,-0.011225,-0.028317,rest
0.217085,-0.037911,-0.049892,-4.1e-05,-0.057761,rest
0.21809,-0.022692,0.044761,0.007018,-0.011089,rest
0.219095,-0.009293,-0.042244,-0.009931,-0.040037,rest
0.220101,-0.016797,-0.022406,0.018599,0.00199,rest
0.221106,-0.048739,-0.028914,0.017662,-0.013871,rest
0.222111,-0.013315,0.014895,-0.030113,-0.036409,rest
0.223116,-0.059125,-0.062563,-0.005422,-0.037788,rest
0.224121,0.003452,-0.110765,-0.059814,-0.07583,rest
0.225126,-0.009952,-0.010289,-0.047329,-0.014081,rest
0.226131,-0.072096,0.023061,-0.001833,-0.012595,rest
0.227136,0.013715,-0.027354,-0.02741,-0.03238,rest
0.228141,-0.037574,-0.070097,-0.023333,-0.028127,rest
0.229146,-0.014892,-0.022007,-0.048596,-0.038966,rest
0.230151,-0.002975,-0.024384,-0.00961,-0.110677,rest
0.231156,-0.033348,-0.024744,-0.032215,-0.05274,rest
0.232161,-0.009334,-0.045401,-0.012051,0.024802,rest
0.233166,0.016,0.01762,-0.007602,-0.035467,rest
0.234171,-0.024368,-0.008443,0.033082,-0.009112,rest
0.235176,-0.001246,0.069405,0.013637,0.002537,rest
0.236181,-0.036735,0.013376,0.006425,0.036474,rest
0.237186,0.022678,-0.017223,0.047382,0.047963,rest
0.238191,0.060908,0.01167,-0.009063,0.045444,rest
0.239196,0.004612,0.00847,0.005952,0.022812,rest
0.240201,0.038949,0.029259,0.112213,0.059152,rest
0.241206,0.042805,0.0557,0.075465,0.025004,rest
0.242211,0.049815,0.091429,0.019584,0.08019,rest
0.243216,0.08105,0.041908,0.070898,0.051274,rest
0.244221,0.055998,0.089945,0.042197,0.092677,rest
0.245226,0.060923,0.097418,0.062485,0.009966,rest
0.246231,0.087606,0.048063,0.064509,0.077439,rest
0.247236,0.055774,0.02659,0.020583,0.029912,rest
0.248241,0.078788,0.025311,0.020288,0.032004,rest
0.249246,0.074571,0.035772,0.01847,0.027398,rest
0.250251,-0.010255,0.005028,-0.045402,-0.047322,rest
0.251256,0.010443,-0.018699,-0.01783,-0.029102,rest
0.252261,-0.071473,-0.093673,-0.042615,-0.079356,rest
0.253266,-0.055388,-0.073024,-0.060412,-0.077972,rest
0.254271,-0.0491,-0.127846,-0.075397,-0.016823,rest
0.255276,-0.097728,-0.087521,-0.031573,-0.105807,rest
0.256281,-0.043305,-0.066311,-0.107964,-0.099993,rest
0.257286,-0.043887,-0.056166,-0.042645,-0.065761,rest
0.258291,-0.06652,-0.098996,-0.038733,-0.052612,rest
0.259296,-0.009247,-0.0294,-0.016746,-0.041282,rest
0.260302,0.001166,0.003262,-0.044483,-0.026766,rest
0.261307,0.004245,-0.004271,-0.012657,-0.006589,rest
0.262312,-0.026398,0.032694,0.021759,-0.023744,rest
0.263317,-0.040849,-0.017208,-0.037443,0.009318,rest
0.264322,0.060863,0.027748,0.035484,-0.013281,rest
0.265327,-0.025132,0.02077,-0.001022,0.008851,rest
0.266332,0.007319,-0.077694,0.008352,0.024981,rest
0.267337,0.016862,0.00813,-0.019469,-0.012943,rest
0.268342,-0.001846,0.021533,0.027874,0.018363,rest
0.269347,0.006565,0.020741,0.012173,0.042281,rest
0.270352,-0.019904,0.033251,0.014513,-0.031144,rest
0.271357,0.000924,0.027536,0.071476,0.055776,rest
0.272362,0.006015,0.00827,0.0095,-0.017683,rest
0.273367,0.025552,0.033037,-0.009991,0.049352,rest
0.274372,0.09511,0.002498,0.022502,0.021314,rest
0.275377,0.06489,0.015385,0.018602,0.061591,rest
0.276382,0.061027,0.07383,0.050303,0.0447,rest
0.277387,0.075734,0.050594,0.047262,0.047198,rest
0.278392,0.034219,0.058458,0.023056,0.058445,rest
0.279397,0.018681,0.043679,0.05202,0.034713,rest
0.280402,0.063941,0.002063,0.038035,0.015815,rest
0.281407,0.059907,0.026552,0.056426,-0.011528,rest
0.282412,-0.024023,0.013743,0.052,-0.03274,rest
0.283417,0.003849,-0.056335,0.008516,-0.003978,rest
0.284422,-0.024164,-0.020354,-0.004345,-0.058723,rest
0.285427,0.02048,-0.02405,0.014638,-0.012672,rest
0.286432,-0.042784,-0.011794,-0.015656,-0.028956,rest
0.287437,-0.013002,-0.033493,-0.057126,0.026639,rest
0.288442,-0.037506,-0.05471,-0.018051,-0.080417,rest
0.289447,-0.047394,0.01557,-0.068071,-0.031395,rest
0.290452,-0.027363,-0.008709,-0.070633,-0.083557,rest
0.291457,-0.066867,-0.031911,-0.076174,-0.084915,rest
0.292462,-0.054883,-0.049431,-0.07423,-0.050106,rest
0.293467,-0.096417,-0.106247,-0.041122,-0.054605,rest
0.294472,-0.066904,-0.063491,-0.086117,-0.074777,rest
0.295477,-0.032435,-0.054878,-0.018922,0.040301,rest
0.296482,-0.080446,-0.033485,-0.039207,-0.076111,rest
0.297487,-0.023623,-0.035446,-0.073881,0.004124,rest
0.298492,-0.003281,-0.042844,0.003471,-0.033117,rest
0.299497,-0.007016,-0.018402,0.028681,0.012645,rest
0.300503,0.037443,0.045058,0.035639,0.001443,rest
0.301508,0.039912,-0.001198,0.077988,0.045431,rest
0.302513,0.090399,0.029169,0.087861,0.075835,rest
0.303518,0.096657,0.094583,0.075299,0.095072,rest
0.304523,0.08013,0.090205,0.057363,0.029144,rest
0.305528,0.078901,0.169824,0.079165,0.097012,rest
0.306533,0.051467,0.063555,0.131313,0.035247,rest
0.307538,0.074562,0.068204,0.084471,0.047946,rest
0.308543,0.018866,0.049515,0.011348,0.045409,rest
0.309548,0.013661,0.06011,0.035112,0.01804,rest
0.310553,0.072586,-0.001502,0.009062,-0.018149,rest
0.311558,0.045861,0.036291,0.045235,0.005149,rest
0.312563,-0.035632,0.000481,0.016036,-0.025576,rest
0.313568,0.017548,-0.019506,-0.042502,-0.018448,rest
0.314573,-0.056726,0.018137,-0.005154,0.011492,rest
0.315578,-0.020221,-0.009389,-0.043,0.034445,rest
0.316583,-0.012573,0.00875,0.010771,-0.010854,rest
0.317588,-0.007902,-0.031527,-0.025976,-0.001038,rest
0.318593,0.014217,-0.059022,-0.013052,0.026326,rest
0.319598,-0.014765,-0.022437,-0.011171,0.062412,rest
0.320603,-0.029309,0.057057,0.042602,-0.024033,rest
0.321608,0.003008,0.024511,0.042831,-0.004103,rest
0.322613,-0.023005,-0.007556,-0.030155,-0.010396,rest
0.323618,-0.010452,0.000688,-0.004181,-0.035988,rest
0.324623,-0.016162,-0.038598,0.018753,-0.039888,rest
0.325628,-0.0456,-0.024615,-0.039204,-0.029094,rest
0.326633,-0.117453,-0.101578,-0.027497,-0.096639,rest
0.327638,-0.049049,-0.044945,-0.020523,-0.02883,rest
0.328643,-0.029136,-0.030282,-0.03222,-0.025485,rest
0.329648,0.022726,-0.021859,-0.085529,-0.041726,rest
0.330653,-0.073223,-0.041272,-0.010072,-0.028564,rest
0.331658,-0.029373,-0.03336,-0.017148,-0.042183,rest
0.332663,-0.028528,-0.035734,0.003534,-0.071243,rest
0.333668,-0.013053,-0.000174,-0.04084,0.044135,rest
0.334673,0.077449,0.01929,0.039957,0.026911,rest
0.335678,-0.041648,0.02077,0.004217,0.059051,rest
0.336683,0.015253,0.043303,0.044066,0.038204,rest
0.337688,0.028001,0.071979,0.065219,0.014989,rest
0.338693,0.08782,0.022457,0.053267,0.023778,rest
0.339698,0.088897,0.010168,0.070903,0.039523,rest
0.340704,0.061094,0.074294,0.051128,0.093889,rest
0.341709,0.048761,0.069408,0.044066,0.008096,rest
0.342714,0.06813,0.074654,0.057876,0.072174,rest
0.343719,0.077108,0.055092,0.065727,0.044867,rest
0.344724,0.051496,0.010081,0.055555,0.072738,rest
0.345729,0.048863,0.103228,0.054215,0.037935,rest
0.346734,0.069104,0.000463,0.019332,0.029609,rest
0.347739,0.038786,-0.004476,-0.004966,-0.044717,rest
0.348744,0.040138,0.02563,0.04198,0.007875,rest
0.349749,0.015404,-0.044293,0.03409,-0.054131,rest
0.350754,-0.111096,-0.003889,-0.018181,0.019389,rest
0.351759,0.000259,0.007033,-0.044675,-0.030373,rest
0.352764,-0.084054,-0.038768,-0.024754,-0.101664,rest
0.353769,-0.11278,-0.085797,-0.058317,-0.040169,rest
0.354774,-0.069911,-0.069187,-0.087067,-0.107971,rest
0.355779,-0.012862,-0.074926,-0.066164,-0.065502,rest
0.356784,-0.107625,-0.077052,-0.110977,-0.068267,rest
0.357789,0.029641,-0.055658,-0.06727,-0.054715,rest
0.358794,0.014034,-0.049224,-0.055388,0.009953,rest
0.359799,0.005313,-0.006123,0.00549,-0.041312,rest
0.360804,0.019319,-0.055199,-0.020069,-0.041002,rest
0.361809,0.018806,-0.023871,-0.01612,-0.004801,rest
0.362814,0.017255,-0.015159,0.004723,-0.014437,rest
0.363819,-0.010767,0.053425,0.000844,-0.026655,rest
0.364824,0.013838,0.026673,-0.005196,0.009022,rest
0.365829,-0.010977,0.014469,0.012341,-0.036118,rest
0.366834,0.038621,-0.027784,-0.02144,-0.0016,rest
0.367839,-0.012057,-0.064812,0.016604,-0.01376,rest
0.368844,-0.009695,-0.035271,-0.00142,-0.046605,rest
0.369849,0.025906,0.026244,-0.016421,-0.010718,rest
0.370854,0.009337,0.013222,-0.006759,-0.060566,rest
0.371859,-0.019967,-0.007545,-0.038964,0.015732,rest
0.372864,0.017205,0.013343,0.007011,-0.037169,rest
0.373869,0.037863,0.043147,-0.0019,0.085343,rest
0.374874,0.028598,0.049466,0.086414,0.042004,rest
0.375879,0.02173,0.126661,0.027964,0.042967,rest
0.376884,0.074836,0.025241,0.088749,0.060528,rest
0.377889,0.086779,0.045743,0.083676,0.041615,rest
0.378894,0.043076,0.099322,0.071497,0.097495,rest
0.379899,0.054501,0.06555,0.10497,0.074517,rest
0.380905,0.000914,0.025397,0.073406,0.073322,rest
0.38191,0.003842,0.006805,0.027884,0.068986,rest
0.382915,-0.02702,0.018876,-0.009518,0.008185,rest
0.38392,0.030098,0.024133,0.001279,-0.003193,rest
0.384925,0.001446,-0.062847,-0.00708,-0.067967,rest
0.38593,-0.05282,-0.018432,-0.053483,-0.02652,rest
0.386935,-0.037257,-0.078662,-0.08736,-0.071965,rest
0.38794,-0.058607,-0.077705,-0.083869,-0.034146,rest
0.388945,-0.06541,-0.049745,-0.084087,-0.063709,rest
0.38995,-0.025743,-0.028714,-0.058832,0.023636,rest
0.390955,-0.08258,-0.129971,-0.024436,-0.038951,rest
0.39196,-0.041761,-0.068494,-0.079441,-0.032858,rest
0.392965,-0.035159,-0.045179,-0.064851,-0.008661,rest
0.39397,-0.023409,-0.091265,-0.068375,-0.067598,rest
0.394975,-0.033613,-0.04278,-0.028566,-0.094645,rest
0.39598,-0.030915,-0.079511,-0.099185,-0.073329,rest
0.396985,-0.034855,-0.037863,-0.028615,-0.008534,rest
0.39799,-0.050409,-0.036547,-0.048343,-0.079349,rest
0.398995,0.014063,-0.01288,0.012613,-0.004959,rest
0.4,-0.004961,0.020655,0.005695,0.015152,rest
0.4,0.013532,-0.04425,-0.012397,0.005427,rest
0.401005,0.043563,-0.022728,0.001231,0.063848,rest
0.40201,0.053341,0.061636,0.025635,0.060101,rest
0.403015,0.085561,0.065164,0.052018,0.095166,rest
0.40402,0.062825,0.070939,0.048026,0.048806,rest
0.405025,0.013699,0.072338,0.077209,0.089748,rest
0.40603,0.074482,0.061391,0.032087,0.067086,rest
0.407035,0.088393,0.051535,-0.000425,0.071351,rest
0.40804,0.07181,0.04436,0.031349,0.082797,rest
0.409045,0.094983,0.052933,0.035166,0.045766,rest
0.41005,0.041541,0.012173,0.026695,0.019359,rest
0.411055,-0.01277,0.029484,-0.02002,-0.022768,rest
0.41206,0.08175,-0.012138,0.004831,0.016244,rest
0.413065,0.014892,0.010938,-0.032144,-0.05914,rest
0.41407,-0.0,-0.015143,-0.004382,0.001416,rest
0.415075,0.026393,-0.027472,-0.006718,-0.000317,rest
0.41608,-0.023889,-0.034944,0.019945,0.020591,rest
0.417085,-0.014825,-0.01665,-0.004205,-0.104234,rest
0.41809,-0.0505,0.006,-0.013806,-0.017291,rest
0.419095,-0.008732,-0.018306,-0.050357,-0.059002,rest
0.420101,-0.049588,-0.051893,-0.020878,0.001884,rest
0.421106,-0.007905,-0.009095,-0.033089,-0.008707,rest
0.422111,0.008725,-0.067665,-0.06435,-0.019841,rest
0.423116,-0.010494,-0.028173,0.00648,0.001591,rest
0.424121,-0.067232,-0.012834,-0.078428,-0.048274,rest
0.425126,-0.038871,-0.035916,-0.036359,-0.037818,rest
0.426131,-0.053227,-0.081551,-0.019588,-0.047678,rest
0.427136,0.012559,-0.015092,-0.036926,-0.07167,rest
0.428141,-0.012489,-0.044178,0.000543,-0.012988,rest
0.429146,-0.011079,-0.035362,-0.016111,-0.033475,rest
0.430151,-0.025861,-0.018955,-0.041007,-0.093355,rest
0.431156,-0.034677,-0.044337,-0.022299,-0.076481,rest
0.432161,-0.026498,0.000476,-0.050766,-0.003265,rest
0.433166,0.025929,-0.023917,-0.057033,-0.004817,rest
0.434171,0.014416,-0.016395,-0.052872,-0.03007,rest
0.435176,0.021167,-0.003018,-0.004859,-0.044771,rest
0.436181,0.036866,0.023213,0.044283,0.039175,rest
0.437186,-0.03859,0.027031,0.000658,-0.017823,rest
0.438191,-0.001749,-0.001513,0.048942,-0.026836,rest
0.439196,0.054738,0.033075,0.014783,-0.016518,rest
0.440201,0.044196,0.01881,0.008293,0.030176,rest
0.441206,0.097283,0.03435,0.085356,0.059233,rest
0.442211,0.03183,0.062161,0.018267,0.068907,rest
0.443216,0.123092,0.04201,0.090112,0.11153,rest
0.444221,0.084501,0.090005,0.093202,0.04806,rest
0.445226,0.065529,0.067194,0.033746,0.09001,rest
0.446231,0.07263,0.093025,0.083334,0.020615,rest
0.447236,0.02262,0.048378,0.1536,0.054689,rest
0.448241,0.032477,0.04831,0.043424,0.012932,rest
0.449246,-0.031195,-0.02305,0.020951,0.039582,rest
0.450251,-0.006411,-0.011255,-0.002177,-0.023795,rest
0.451256,-0.050719,-0.010691,-0.023741,-0.028999,rest
0.452261,-0.041267,-0.016671,-0.038091,-0.027583,rest
0.453266,-0.056758,-0.105364,-0.084644,-0.048309,rest
0.454271,-0.127118,-0.080204,-0.091598,-0.036459,rest
0.455276,-0.034387,-0.074151,-0.053572,-0.029535,rest
0.456281,-0.07037,-0.102296,-0.062001,-0.103972,rest
0.457286,-0.087009,-0.095141,-0.027776,-0.110721,rest
0.458291,-0.028052,-0.063433,-0.034757,-0.078272,rest
0.459296,-0.031957,0.003092,-0.059746,-0.040055,rest
0.460302,0.006662,-0.03873,0.01246,0.030921,rest
0.461307,0.029256,-0.039958,-0.00976,0.021713,rest
0.462312,-0.014789,0.007495,-0.003659,0.00572,rest
0.463317,0.050203,0.008213,0.006813,0.020108,rest
0.464322,0.02565,0.025254,-0.012194,0.011604,rest
